listing_title,tradein_title,listing_price,tradein_value,difference,location,url
Old IPhone 11,iPhone 11,200.0,170,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/862558589052661/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
apple iphone 14 plus,iPhone 14,400.0,370,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/8207439302604090/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 64gb At&t & Cricket,iPhone 11,200.0,170,-30.0,"Broomfield, CO",https://www.facebook.com/marketplace/item/1199081671252328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 - purple,iPhone 11,200.0,170,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/1133608831232049/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus 128GB,iPhone 14,400.0,370,-30.0,"Aurora, CO",https://www.facebook.com/marketplace/item/2401286896745364/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 pro max 64gb unlocked,iPhone 11 Pro Max,300.0,270,-30.0,"Westminster, CO",https://www.facebook.com/marketplace/item/429563270029935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14,iPhone 14,400.0,370,-30.0,"Denver, CO",https://www.facebook.com/marketplace/item/980843116923114/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked Iphone 13 Pro Max 256gb,iPhone 13,325.0,300,-25.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/1440629156539539/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR 128gb,iPhone X,125.0,100,-25.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/443502275061230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro 256gb space gray UNLOCKED,iPhone 11,190.0,170,-20.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/375801514853664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 11 (UNLOCKED),iPhone 11,190.0,170,-20.0,"Denver, CO",https://www.facebook.com/marketplace/item/1176707373373424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR 120GB,iPhone X,120.0,100,-20.0,"Denver, CO",https://www.facebook.com/marketplace/item/430270366628255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Brand New iPhone 13,iPhone 13,320.0,300,-20.0,"Denver, CO",https://www.facebook.com/marketplace/item/319222944559639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,220.0,200,-20.0,"Denver, CO",https://www.facebook.com/marketplace/item/2208027289559685/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone XR,iPhone X,120.0,100,-20.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/884765790084850/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR 128gb,iPhone XR,125.0,110,-15.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/443502275061230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
APPLE IPhone 14 pro max unlocked /Liberado,iPhone 14 Pro Max,645.0,630,-15.0,"Denver, CO",https://www.facebook.com/marketplace/item/919214733290288/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR 120GB,iPhone XR,120.0,110,-10.0,"Denver, CO",https://www.facebook.com/marketplace/item/430270366628255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 64gb boost mobile,iPhone 11,180.0,170,-10.0,"Denver, CO",https://www.facebook.com/marketplace/item/823898169678734/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 64gb boost mobile,iPhone 11,180.0,170,-10.0,"Westminster, CO",https://www.facebook.com/marketplace/item/981192480385846/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 64gb boost mobile,iPhone 11,180.0,170,-10.0,"Denver, CO",https://www.facebook.com/marketplace/item/363371776850962/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"Apple iPhone XS Max 64 GB, Unlocked, Black, 6.5-inch screen",iPhone XS Max,160.0,150,-10.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/315703094924014/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64GB - Bulk Pricing!,iPhone 12,210.0,200,-10.0,"Parker, CO",https://www.facebook.com/marketplace/item/2198091640525713/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone XR,iPhone XR,120.0,110,-10.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/884765790084850/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 64gb boost mobile,iPhone 11,180.0,170,-10.0,"Thornton, CO",https://www.facebook.com/marketplace/item/1667787467329989/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11 Pro Max,275.0,270,-5.0,"Aurora, CO",https://www.facebook.com/marketplace/item/356644903845438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13 pro max,iPhone 13 Pro Max,450.0,450,0.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/245609445286773/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone xs max,iPhone XS Max,150.0,150,0.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/3759211364314392/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64gb cricket wireless,iPhone 12,200.0,200,0.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/793474422838278/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,300.0,300,0.0,"Denver, CO",https://www.facebook.com/marketplace/item/438110728971210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,100.0,100,0.0,"Littleton, CO",https://www.facebook.com/marketplace/item/351953117996840/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,100.0,100,0.0,"Littleton, CO",https://www.facebook.com/marketplace/item/2263757213968342/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,200.0,200,0.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1728875577641925/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13 128 gb,iPhone 13,300.0,300,0.0,"Castle Rock, CO",https://www.facebook.com/marketplace/item/3592555914300642/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 - Mint Condition!,iPhone 13,300.0,300,0.0,"Castle Rock, CO",https://www.facebook.com/marketplace/item/856044873047946/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max,iPhone 13 Pro Max,450.0,450,0.0,"Greeley, CO",https://www.facebook.com/marketplace/item/1234810520841281/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13,iPhone 13,300.0,300,0.0,"Longmont, CO",https://www.facebook.com/marketplace/item/822291493086854/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,100.0,100,0.0,"Littleton, CO",https://www.facebook.com/marketplace/item/504972931855547/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE 12 5G SIM UNLOCK,iPhone 12,200.0,200,0.0,"Denver, CO",https://www.facebook.com/marketplace/item/827797728793260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,100.0,100,0.0,"Littleton, CO",https://www.facebook.com/marketplace/item/1552103388702919/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64 gbh cricket wireless,iPhone 12,200.0,200,0.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1335329823777921/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Like new.... Network Carrier (unlocked) !!!!,iPhone 13,300.0,300,0.0,"Denver, CO",https://www.facebook.com/marketplace/item/828384682557437/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 mini,iPhone 13,300.0,300,0.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/446924831221842/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 12 64GB,iPhone 12,200.0,200,0.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1748832812316656/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Black,iPhone 12,199.0,200,1.0,"Littleton, CO",https://www.facebook.com/marketplace/item/1397843587602877/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,100.0,110,10.0,"Littleton, CO",https://www.facebook.com/marketplace/item/1552103388702919/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max - CSU Surplus Property,iPhone 11 Pro,210.0,220,10.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/2418551578330022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,100.0,110,10.0,"Littleton, CO",https://www.facebook.com/marketplace/item/351953117996840/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 11,iPhone 11,160.0,170,10.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/754183440219209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,100.0,110,10.0,"Littleton, CO",https://www.facebook.com/marketplace/item/2263757213968342/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,100.0,110,10.0,"Littleton, CO",https://www.facebook.com/marketplace/item/504972931855547/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 pro max,iPhone 12,185.0,200,15.0,"Garden City, KS",https://www.facebook.com/marketplace/item/645268311149239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11,iPhone 11,150.0,170,20.0,"Denver, CO",https://www.facebook.com/marketplace/item/2500060217050599/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 256,iPhone 11,150.0,170,20.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/712300764340824/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14pro max,iPhone 14,350.0,370,20.0,"Guymon, OK",https://www.facebook.com/marketplace/item/1153281265799137/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
apple iphone 14 plus,iPhone 14 Plus,400.0,420,20.0,"Denver, CO",https://www.facebook.com/marketplace/item/8207439302604090/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 pro max,iPhone 12 Pro,250.0,270,20.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2824610514357435/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus 128GB,iPhone 14 Plus,400.0,420,20.0,"Aurora, CO",https://www.facebook.com/marketplace/item/2401286896745364/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked IPhone 14,iPhone 14,350.0,370,20.0,"Greeley, CO",https://www.facebook.com/marketplace/item/1196790284648669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"iPhone 11 Pro, T-Mobile",iPhone 11 Pro,200.0,220,20.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/946680627001019/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 14 Pro Max,iPhone 14 Pro,500.0,520,20.0,"Denver, CO",https://www.facebook.com/marketplace/item/448456067894001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus 128gb fully unlocked.,iPhone 14 Plus,400.0,420,20.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1115491086174906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus,iPhone 14,345.0,370,25.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/662302179244698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 fully unlocked and cleared,iPhone 12,170.0,200,30.0,"Castle Rock, CO",https://www.facebook.com/marketplace/item/1883907738748683/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro 256gb space gray UNLOCKED,iPhone 11 Pro,190.0,220,30.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/375801514853664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro max 256gb,iPhone 12 Pro Max,320.0,350,30.0,"Denver, CO",https://www.facebook.com/marketplace/item/929631145569596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR 64gb locked w/ straight talk,iPhone X,60.0,100,40.0,"Evanston, WY",https://www.facebook.com/marketplace/item/995079348679319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64Gb Unlocked no WiFi,iPhone 12,160.0,200,40.0,"Westminster, CO",https://www.facebook.com/marketplace/item/981075317353158/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11,iPhone 11,125.0,170,45.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/1559507751275406/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 AT&T,iPhone 14,325.0,370,45.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/325058553969880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked Iphone 13 Pro Max 256gb,iPhone 13 Pro,325.0,370,45.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/1440629156539539/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 13 desbloqueado,iPhone 13,250.0,300,50.0,"Denver, CO",https://www.facebook.com/marketplace/item/1443170482988760/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,250.0,300,50.0,"Denver, CO",https://www.facebook.com/marketplace/item/439529282060606/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 12 Pro Max,iPhone 12 Pro Max,300.0,350,50.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1083697069570234/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone X,50.0,100,50.0,"Broomfield, CO",https://www.facebook.com/marketplace/item/1540443560152760/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR 64gb locked w/ straight talk,iPhone XR,60.0,110,50.0,"Evanston, WY",https://www.facebook.com/marketplace/item/995079348679319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR,iPhone XR,50.0,110,60.0,"Broomfield, CO",https://www.facebook.com/marketplace/item/1540443560152760/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11,iPhone 11,110.0,170,60.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/974596664409022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max - CSU Surplus Property,iPhone 11 Pro Max,210.0,270,60.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/2418551578330022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 UNLOCKED,iPhone 11,100.0,170,70.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1191897575521669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 14,iPhone 14,300.0,370,70.0,"Calhan, CO",https://www.facebook.com/marketplace/item/1502816563999615/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus,iPhone 14 Plus,345.0,420,75.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/662302179244698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Midnight 128gb,iPhone 13,225.0,300,75.0,"Littleton, CO",https://www.facebook.com/marketplace/item/404982089108220/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Black,iPhone 13,220.0,300,80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/25267832879474877/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 128 GB Pre-Owned,iPhone 12,120.0,200,80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1466930080925195/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro,iPhone 13,220.0,300,80.0,"Farmington, NM",https://www.facebook.com/marketplace/item/1183273502806601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,120.0,200,80.0,"Westminster, CO",https://www.facebook.com/marketplace/item/463351126285722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 pro max,iPhone 12 Pro,185.0,270,85.0,"Garden City, KS",https://www.facebook.com/marketplace/item/645268311149239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 pro,iPhone 14 Pro,425.0,520,95.0,"Jefferson, CO",https://www.facebook.com/marketplace/item/1537021853561193/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple Iphone 11 Pro Max Unlocked,iPhone 11,71.0,170,99.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/1411912126087698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 13,iPhone 13,200.0,300,100.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/1842433013245141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
se venden iPhone 12 pro max para repuesto ya que esta bloquedo,iPhone 12,100.0,200,100.0,"Denver, CO",https://www.facebook.com/marketplace/item/1420038105542699/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro,iPhone 13,200.0,300,100.0,"Denver, CO",https://www.facebook.com/marketplace/item/977540070545188/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 pro max,iPhone 12 Pro Max,250.0,350,100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2824610514357435/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro Max,iPhone 12,84.0,200,116.0,"Littleton, CO",https://www.facebook.com/marketplace/item/7296224217167210/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 128 GB cracked screen still works great,iPhone 14,250.0,370,120.0,"Denver, CO",https://www.facebook.com/marketplace/item/1184662035889554/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked Iphone 13 Pro Max 256gb,iPhone 13 Pro Max,325.0,450,125.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/1440629156539539/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 14 Pro Max,iPhone 14 Pro Max,500.0,630,130.0,"Denver, CO",https://www.facebook.com/marketplace/item/448456067894001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple Iphone 11 Pro Max Unlocked,iPhone 11 Pro,71.0,220,149.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/1411912126087698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro,iPhone 13 Pro,220.0,370,150.0,"Farmington, NM",https://www.facebook.com/marketplace/item/1183273502806601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Black 128 GB,iPhone 12,50.0,200,150.0,"Arvada, CO",https://www.facebook.com/marketplace/item/7787092538040831/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
