title,mileage,price,location,link,date_scraped
2005 Dodge neon SE Sedan 4D,103K miles,"$2,700","Coden, AL",www.facebook.com/marketplace/item/743193697522269/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
Altimas 2000 down 2015 and 17,,"$2,000","Ocean Springs, MS",www.facebook.com/marketplace/item/3493435504275476/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2007 Dodge caliber SXT Sport Wagon 4D,158K miles,"$4,950","Hattiesburg, MS",www.facebook.com/marketplace/item/728725691979291/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2004 Ford taurus SE Sedan 4D,204K miles,"$1,500","Pearl, MS",www.facebook.com/marketplace/item/887519112393088/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2008 Honda accord EX-L Sedan 4D,103K miles,"$8,900","Hattiesburg, MS",www.facebook.com/marketplace/item/1380924555978929/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2008 Chrysler sebring,177K miles,"$3,800","New Orleans, LA",www.facebook.com/marketplace/item/1152966768736490/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2009 Ford fusion,130K miles,"$4,300","Vancleave, MS",www.facebook.com/marketplace/item/2913873242240215/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Cadillac seville SLS Sedan 4D,170K miles,"$1,400","Newton, MS",www.facebook.com/marketplace/item/708459520702053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Honda accord,169K miles,"$2,600","Gretna, LA",www.facebook.com/marketplace/item/839381287406081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2009 Nissan altima 2.5 S Sedan 4D,196K miles,"$3,800","West Monroe, LA",www.facebook.com/marketplace/item/3373606499538248/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Nissan altima 2.5 S Sedan 4D,156K miles,"$1,000","Baton Rouge, LA",www.facebook.com/marketplace/item/401981811895894/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2012 Nissan altima 2.5 S Sedan 4D,230K miles,"$1,500","Luling, LA",www.facebook.com/marketplace/item/579817260272340/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Kia spectra,300K miles,"$2,500","Walker, LA",www.facebook.com/marketplace/item/1190782375167779/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Nissan maxima SE Sedan 4D,180K miles,"$1,000","Rayne, LA",www.facebook.com/marketplace/item/734583384688196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2008 Nissan altima 2.5 S Sedan 4D,124K miles,"$1,234","Baton Rouge, LA",www.facebook.com/marketplace/item/803561867368587/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2007 Ford taurus SE Sedan 4D,72K miles,"$3,850","Lafayette, LA",www.facebook.com/marketplace/item/572490481395336/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Honda accord LX Sedan 4D,227K miles,"$1,900","Mobile, AL",www.facebook.com/marketplace/item/687775066233494/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Nissan altima 2.5 S Sedan 4D,200K miles,"$1,500","Biloxi, MS",www.facebook.com/marketplace/item/737650734392558/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Mercedes-Benz sl-class,51K miles,"$4,500","New Orleans, LA",www.facebook.com/marketplace/item/498992712272689/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2011 Nissan altima 2.5 S Sedan 4D,169K miles,"$4,350","Saucier, MS",www.facebook.com/marketplace/item/757799339039289/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2004 Honda accord,170K miles,"$4,600","Ridgeland, MS",www.facebook.com/marketplace/item/490024989733262/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2009 Nissan altima 2.5 S Sedan 4D,144K miles,"$5,200","Oakland, MS",www.facebook.com/marketplace/item/1596009967502980/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2019 Nissan altima 2.5 S Sedan 4D,75K miles · Dealership,"$16,500","Montgomery, AL",www.facebook.com/marketplace/item/472639358226834/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2009 Nissan altima 2.5 S Sedan 4D,125K miles · Dealership,$500,"New Orleans, LA",www.facebook.com/marketplace/item/483282173972375/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Nissan altima 2.5 S Sedan 4D,222K miles,"$3,700","Gulfport, MS",www.facebook.com/marketplace/item/1333067280867051/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2001 Honda accord DX Sedan 4D,1.2K miles,"$2,880","Orrville, AL",www.facebook.com/marketplace/item/692658782519776/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2007 Nissan altima 3.5 SL Sedan 4D,112K miles,"$6,999","Mobile, AL",www.facebook.com/marketplace/item/2496094200544408/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2014 Nissan sentra SV Sedan 4D,252K miles,"$3,000","Gautier, MS",www.facebook.com/marketplace/item/1193710348196751/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
Junked cars,,"$2,000","Baton Rouge, LA",www.facebook.com/marketplace/item/517117080220534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
junked cars,,$500,"Carriere, MS",www.facebook.com/marketplace/item/1600837280383238/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Nissan altima 2.5 S Sedan 4D,215K miles,"$1,600","Grenada, MS",www.facebook.com/marketplace/item/802958104359185/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2008 Nissan altima,176K miles,"$2,995","Kenner, LA",www.facebook.com/marketplace/item/648408106945823/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Nissan altima,1.2K miles,"$1,234","Florence, MS",www.facebook.com/marketplace/item/1219099418963713/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Ford explorer,160K miles,"$4,680","Denham Springs, LA",www.facebook.com/marketplace/item/585101896763773/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
wash cars,,$20,"Hattiesburg, MS",www.facebook.com/marketplace/item/1149190962439276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2017 Nissan altima 2.5 SV Sedan 4D,64K miles,"$1,500","Houma, LA",www.facebook.com/marketplace/item/1183911755845263/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2013 Nissan altima 2.5 S Sedan 4D,140K miles,"$5,500","Monroe, LA",www.facebook.com/marketplace/item/677131000704196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Ford focus,80K miles,"$1,500","Selma, AL",www.facebook.com/marketplace/item/466743992316156/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2017 Nissan altima,5.4K miles,$500,"Atmore, AL",www.facebook.com/marketplace/item/668109108128569/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
Cars and trucks,,"$2,200","Franklinton, LA",www.facebook.com/marketplace/item/875240310359272/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2010 Nissan altima 2.5 S Sedan 4D,186K miles,"$4,990","Arnaudville, LA",www.facebook.com/marketplace/item/706086047701955/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2008 Honda accord LX Sedan 4D,168K miles,"$5,000","Montgomery, AL",www.facebook.com/marketplace/item/1074992336510935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2008 Honda accord EX-L Sedan 4D,300K miles,"$2,500","Canton, MS",www.facebook.com/marketplace/item/1355171695313516/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2007 Honda accord,126K miles · Dealership,"$5,500","New Iberia, LA",www.facebook.com/marketplace/item/5316900195080780/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2004 Honda accord EX-L Sedan 4D,202K miles,"$5,500","Hattiesburg, MS",www.facebook.com/marketplace/item/852044439393284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2011 Nissan altima,230K miles,"$6,500","Petal, MS",www.facebook.com/marketplace/item/834650297774063/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
1998 Mercury mystique Sedan 4D,111K miles,"$2,000","Monticello, Mississippi",www.facebook.com/marketplace/item/1530365837439671/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2004 Ford taurus,114K miles,"$2,500","New Orleans, LA",www.facebook.com/marketplace/item/356673386614406/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Honda accord SE Sedan 4D,189K miles,"$4,000","Florence, MS",www.facebook.com/marketplace/item/430335445803368/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Chrysler sebring Touring Sedan 4D,162K miles,"$3,800","Florence, MS",www.facebook.com/marketplace/item/641944007425310/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2019 Toyota camry SE Sedan 4D,41K miles,"$2,450","Houma, LA",www.facebook.com/marketplace/item/904472320586416/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Nissan altima 2.5 S Sedan 4D,155K miles,"$2,000","Pensacola, FL",www.facebook.com/marketplace/item/860362474977253/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2009 Honda accord EX Sedan 4D,134K miles · Dealership,"$5,500","Montgomery, AL",www.facebook.com/marketplace/item/632635535218694/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Nissan sentra S Sedan 4D,125K miles · Dealership,"$2,499","Baton Rouge, LA",www.facebook.com/marketplace/item/661021742471416/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2009 Nissan altima 2.5 S Sedan 4D,199K miles,"$5,500","Madisonville, LA",www.facebook.com/marketplace/item/857907618808755/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Kia rio Sedan 4D,136K miles,"$5,000","New Orleans, LA",www.facebook.com/marketplace/item/917453429539676/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Nissan altima 2.5 Sedan 4D,200K miles,$700,"Bassfield, MS",www.facebook.com/marketplace/item/608305154331941/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2019 Nissan altima 2.5 SV Sedan 4D,75K miles · Dealership,$1,"Montgomery, AL",www.facebook.com/marketplace/item/852046335965940/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Chrysler pt cruiser Touring Convertible 2D,155K miles,"$2,995","Mobile, AL",www.facebook.com/marketplace/item/1273582993487402/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
Cars,,Free,"Baton Rouge, LA",www.facebook.com/marketplace/item/1566822303792029/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2010 Nissan altima 2.5 Sedan 4D,212K miles,"$2,000","Lake Village, AR",www.facebook.com/marketplace/item/1028639894484771/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2012 Ford fusion SE Sedan 4D,162K miles,"$6,700","West Monroe, LA",www.facebook.com/marketplace/item/1340276006721060/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2005 Honda accord LX Sedan 4D,150K miles,"$5,000","Valley Grande, AL",www.facebook.com/marketplace/item/1174638300087766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2004 Nissan maxima SE Sedan 4D,200K miles,"$1,100","New Orleans, LA",www.facebook.com/marketplace/item/496148475921388/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2003 Nissan altima 2.5 S Sedan 4D,151K miles,"$1,500","Covington, LA",www.facebook.com/marketplace/item/1421968848601407/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2012 Nissan altima,179K miles · Dealership,"$6,000","New Iberia, LA",www.facebook.com/marketplace/item/923836522119438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2006 Nissan altima 2.5 S Sedan 4D,225K miles,"$2,900","Vaiden, MS",www.facebook.com/marketplace/item/487438852910082/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2015 Nissan altima 2.5 S Sedan 4D,59K miles,"$11,000","Jackson, MS",www.facebook.com/marketplace/item/878542410017439/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2002 Honda accord DX Sedan 4D,130K miles,"$4,000","Baton Rouge, LA",www.facebook.com/marketplace/item/733306161694457/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2004 Nissan altima,100K miles,"$2,500","Montgomery, AL",www.facebook.com/marketplace/item/443816501194494/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2012 Mazda mazda6 i Sport Sedan 4D,150K miles,"$4,000","Ellisville, MS",www.facebook.com/marketplace/item/5759134587534511/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2011 Honda accord EX-L Sedan 4D,190K miles,"$7,150","Lafayette, LA",www.facebook.com/marketplace/item/1317452302348562/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2011 Ford fusion SE Sedan 4D,149K miles,"$4,999","Montgomery, AL",www.facebook.com/marketplace/item/673675777685515/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2017 Nissan altima 2.5 S Sedan 4D,68K miles,"$9,300","Mobile, AL",www.facebook.com/marketplace/item/1350321152440753/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2021 Nissan Altima 2.5 Sr Sedan I-4 Cyl,,"$2,000","Flowood, MS",www.facebook.com/marketplace/item/638714008053713/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2014 Ford fusion SE Sedan 4D,124K miles,"$6,500","Mobile, AL",www.facebook.com/marketplace/item/532246512120357/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
2016 Nissan altima 2.5 S Sedan 4D,143K miles,"$8,200","Hattiesburg, MS",www.facebook.com/marketplace/item/548415957334561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A0865c944-661a-4d9a-8dbe-b45648d078e1&__tn__=!%3AD,2023-02-27
