title,mileage,price,location,link,date_scraped
2004 Hyundai elantra GLS Sedan 4D,99K miles,"$2,500","Salt Lake City, UT",www.facebook.com/marketplace/item/3455133044745508/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Subaru outback 2.5i Limited Wagon 4D,216K miles,"$5,000","Hailey, ID",www.facebook.com/marketplace/item/1351569375414901/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Nissan maxima,164K miles,"$8,541","Idaho Falls, ID",www.facebook.com/marketplace/item/723511742644168/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Chrysler,90K miles · Dealership,"$10,995","Salt Lake City, UT",www.facebook.com/marketplace/item/742580120780910/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Nissan altima 2.5 S Sedan 4D,146K miles,"$6,500","Meridian, ID",www.facebook.com/marketplace/item/1826653701034771/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2005 Ford taurus se,111K miles,"$3,995","Boise, ID",www.facebook.com/marketplace/item/3420824754842424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Ford fusion SE Sedan 4D,119K miles,"$9,900","Herriman, UT",www.facebook.com/marketplace/item/3277749339133882/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1966 Ford mustang,145K miles,"$8,000","Provo, UT",www.facebook.com/marketplace/item/638336331088616/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Subaru crosstrek,123K miles,"$11,500","Lava Hot Springs, ID",www.facebook.com/marketplace/item/1150683235631313/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2020 Nissan altima,44K miles · Dealership,"$18,900","Bountiful, UT",www.facebook.com/marketplace/item/685253173355567/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2021 Honda accord EX-L,26K miles,"$32,500","Idaho Falls, ID",www.facebook.com/marketplace/item/927331338276352/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2004 Honda accord LX Sedan 4D,213K miles,"$3,495","Boise, ID",www.facebook.com/marketplace/item/492265516242766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Chevrolet cruze LTZ Sedan 4D,84K miles · Dealership,"$11,950","Sandy, UT",www.facebook.com/marketplace/item/3468530336764248/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Nissan maxima,124K miles,"$7,999","Syracuse, UT",www.facebook.com/marketplace/item/640334714567550/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2005 Ford five hundred,187K miles,"$1,600","Tooele, UT",www.facebook.com/marketplace/item/1630184084066081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Dodge journey,109K miles,$500,"Garden City, ID",www.facebook.com/marketplace/item/513419254210115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1994 Jeep grand cherokee Limited Sport Utility 4D,190K miles,"$3,500","Magna, UT",www.facebook.com/marketplace/item/1234207907182777/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Scion Hatchback Coupe 2D,103K miles,"$7,195","Boise, ID",www.facebook.com/marketplace/item/3247096612267679/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Mazda mazda6 i Sport Hatchback 4D,137K miles,"$4,500","Kooskia, ID",www.facebook.com/marketplace/item/5598249900229924/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Nissan altima 2.5 SR (2017.5) Sedan 4D,116K miles · Dealership,"$12,495","Boise, ID",www.facebook.com/marketplace/item/484952036942221/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Pontiac g6,103K miles · Dealership,"$7,999","Rexburg, ID",www.facebook.com/marketplace/item/908976040143279/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Ford taurus SE Sedan 4D,156K miles,"$7,000","West Valley City, UT",www.facebook.com/marketplace/item/1133732457288481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Chevrolet volt Sedan 4D,115K miles,"$11,000","Twin Falls, ID",www.facebook.com/marketplace/item/838699100696729/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Chevrolet malibu LTZ Sedan 4D,174K miles,"$4,695","Logan, UT",www.facebook.com/marketplace/item/2914194698890497/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Toyota prius Standard Hatchback 4D,205K miles,"$5,500","Salt Lake City, UT",www.facebook.com/marketplace/item/918863456151507/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Toyota prius v three 4dr wagon,163K miles,"$10,995","Garden City, ID",www.facebook.com/marketplace/item/591865926079817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2022 Dodge challenger GT,7.1K miles,"$41,205","Idaho Falls, ID",www.facebook.com/marketplace/item/509779067752480/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Ford fusion,131K miles · Dealership,"$6,995","Boise, ID",www.facebook.com/marketplace/item/549846876474180/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Saturn aura XE Sedan 4D,172K miles,"$3,100","Provo, UT",www.facebook.com/marketplace/item/953495918975900/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2005 Ford thunderbird,71K miles,"$19,500","Nampa, ID",www.facebook.com/marketplace/item/606442308006647/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Volkswagen golf TSI S 4Motion Wagon 4D,89K miles,"$16,900","Logan, UT",www.facebook.com/marketplace/item/1226694574865764/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Jeep grand cherokee Limited Sport Utility 4D,142K miles,"$6,000","Victor, ID",www.facebook.com/marketplace/item/728845922088915/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Lincoln mkz,94K miles,"$13,995","Boise, ID",www.facebook.com/marketplace/item/485726946952680/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Ford focus,160K miles,"$5,000","Middleton, ID",www.facebook.com/marketplace/item/484158343641491/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1930 Ford a,15K miles,"$17,500","Boise, ID",www.facebook.com/marketplace/item/1451531962320544/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Chevrolet cruze LT Sedan 4D,72K miles,"$14,985","Idaho Falls, ID",www.facebook.com/marketplace/item/1552636628569735/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2011 Nissan versa S Hatchback 4D,160K miles,"$4,800","Salt Lake City, UT",www.facebook.com/marketplace/item/6074684892575719/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Toyota prius,67K miles,"$16,995","Orem, UT",www.facebook.com/marketplace/item/1221019941956659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Kia optima SX Turbo Sedan 4D,140K miles,"$1,000","Springville, UT",www.facebook.com/marketplace/item/429754759298993/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Chevrolet trax LTZ Sport Utility 4D,112K miles,"$12,500","Idaho Falls, ID",www.facebook.com/marketplace/item/6181357718555683/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Chevrolet camaro LT Convertible 2D,102K miles,"$16,500","Vineyard, UT",www.facebook.com/marketplace/item/890732635714848/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2022 Nissan 2022 nissan altima 2.5 sr sedan,1.1K miles,"$30,700","West Jordan, UT",www.facebook.com/marketplace/item/477570811018254/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Nissan altima 2.5 S Sedan 4D,169K miles,"$8,160","Rock Springs, WY",www.facebook.com/marketplace/item/533344595310943/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1999 Honda accord EX Sedan 4D,245K miles,"$3,000","Magna, UT",www.facebook.com/marketplace/item/1180449499531819/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Infiniti q50,128K miles,"$16,499","Salt Lake City, UT",www.facebook.com/marketplace/item/497279395687855/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Kia optima EX Sedan 4D,111K miles,"$11,995","Logan, UT",www.facebook.com/marketplace/item/930519077941581/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Ford fusion SEL Sedan 4D,125K miles,"$8,000","Spanish Fork, UT",www.facebook.com/marketplace/item/1202178303749367/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Pontiac torrent,162K miles,"$6,500","Idaho Falls, ID",www.facebook.com/marketplace/item/591587129465181/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Honda accord EX Sedan 4D,183K miles,"$6,991","Idaho Falls, ID",www.facebook.com/marketplace/item/748968033430637/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Chevrolet tahoe,196K miles,"$12,000","Pocatello, ID",www.facebook.com/marketplace/item/533594998601669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Chevrolet malibu LT Sedan 4D,104K miles,"COP13,500","Salt Lake City, UT",www.facebook.com/marketplace/item/710097277151337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1966 Ford mustang,70K miles,"$11,999","Kaysville, UT",www.facebook.com/marketplace/item/1226830191579407/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Chrysler 200,101K miles,"$11,795","Smithfield, UT",www.facebook.com/marketplace/item/475493251286992/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Dodge charger,86K miles,"$24,587","West Jordan, UT",www.facebook.com/marketplace/item/544714340902147/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Ram 1500 Tradesman Pickup 4D 5 1/2 ft,154K miles,"$17,500","Idaho Falls, ID",www.facebook.com/marketplace/item/737010348027243/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2002 Pontiac grand am GT Sedan 4D,175K miles,$700,"Bluffdale, UT",www.facebook.com/marketplace/item/448117940713855/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2018 Chevrolet equinox,126K miles,"$17,995","Idaho Falls, ID",www.facebook.com/marketplace/item/817666109419560/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2023 Nissan cars,123K miles,"$1,234,567","Helena, MT",www.facebook.com/marketplace/item/607808361170055/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1995 Mitsubishi eclipse GSX Coupe 2D,10K miles,"$6,900","Draper, UT",www.facebook.com/marketplace/item/669868614720352/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Honda accord LX Sedan 4D,58K miles,"$17,595","Salt Lake City, UT",www.facebook.com/marketplace/item/5162499933875771/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Chrysler 200S Sedan 4D,106K miles · Dealership,"$15,850","Boise, ID",www.facebook.com/marketplace/item/816498906440352/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Subaru outback 2.5i Premium Wagon 4D,125K miles,"$14,999","Willard, UT",www.facebook.com/marketplace/item/637676504645185/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1967 Ford mustang Coupe 2D,83K miles,"$5,550","Blackfoot, ID",www.facebook.com/marketplace/item/626724502345579/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1997 Jaguar xj,45K miles,"$11,500","McCammon, ID",www.facebook.com/marketplace/item/3384350578557450/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2003 Volkswagen gti 20th Anniversary Edition Hatchback 2D,105K miles,"$12,000","Logan, UT",www.facebook.com/marketplace/item/834248894455837/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1970 Chevrolet chevelle SS,80K miles,"$42,500","Pocatello, ID",www.facebook.com/marketplace/item/606740491269724/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2023 Nissan maxima Platnium,300 miles,"$1,000","South Jordan, UT",www.facebook.com/marketplace/item/5985944144857674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2003 Acura rsx Sport Coupe 2D,187K miles,"$3,000","American Fork, UT",www.facebook.com/marketplace/item/960217032029082/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2005 Subaru impreza Outback Sport Special Edition Sport Wagon 4D,132K miles,"$3,000","Ogden, UT",www.facebook.com/marketplace/item/735002561367672/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2007 Chevrolet cobalt LS Coupe 2D,141K miles,$800,"Provo, UT",www.facebook.com/marketplace/item/1358945641508064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2019 Ford fusion SE Sedan 4D,58K miles,"$12,500","Orem, UT",www.facebook.com/marketplace/item/749996399762106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Chevrolet malibu LTZ Sedan 4D,94K miles,"$7,695","Boise, ID",www.facebook.com/marketplace/item/1659973267752198/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Hyundai elantra Hatchback 4D,99K miles,"$10,995","Jerome, ID",www.facebook.com/marketplace/item/1191937814797731/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Volkswagen jetta 2.0L S Sedan 4D,160K miles,"$6,000","Herriman, UT",www.facebook.com/marketplace/item/2432589973554717/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Hyundai elantra SE,76K miles,"$12,000","Ogden, UT",www.facebook.com/marketplace/item/1612545882491452/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2019 Chevrolet cruze LS Sedan 4D,70K miles,"$14,900","Rigby, ID",www.facebook.com/marketplace/item/749267670114081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Infiniti m45,198K miles,"$4,000","Blackfoot, ID",www.facebook.com/marketplace/item/528704596024560/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Toyota prius Hatchback 4D,145K miles,"$6,200","Nampa, ID",www.facebook.com/marketplace/item/803191090978526/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Hyundai Sonata,132K miles,"$8,700","North Salt Lake, UT",www.facebook.com/marketplace/item/3382116612103919/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Chevrolet volt Sedan 4D,91K miles,"$13,750","Salt Lake City, UT",www.facebook.com/marketplace/item/218415790663897/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2014 Volkswagen jetta 2.0L TDI Sport Wagon 4D,123K miles,"$12,900","Ogden, UT",www.facebook.com/marketplace/item/550564887108149/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Toyota camry Solara,100K miles,"$3,500","West Jordan, UT",www.facebook.com/marketplace/item/884579572799744/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1996 Ford mustang GT Convertible 2D,200K miles,"$4,000","Salmon, ID",www.facebook.com/marketplace/item/199061346137793/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Toyota rav4 V6,232K miles,"$6,000","Bluffdale, UT",www.facebook.com/marketplace/item/522234446446718/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Chrysler sebring Touring Sedan 4D,183K miles,"$2,500","Caldwell, ID",www.facebook.com/marketplace/item/564282272319027/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Honda accord ex-l,167K miles,"$8,995","Twin Falls, ID",www.facebook.com/marketplace/item/1589817974868099/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Hyundai sonata Limited 2.0T Sedan 4D,179K miles,"$8,990","Provo, UT",www.facebook.com/marketplace/item/952148112627375/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Chevrolet silverado 1500 LT Pickup 4D 6 1/2 ft,110K miles,"$28,495","Idaho Falls, ID",www.facebook.com/marketplace/item/872191307375630/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2007 Hyundai sonata,166K miles · Dealership,"$4,499","West Valley City, UT",www.facebook.com/marketplace/item/859489171985603/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Ford fiesta ST Hatchback 4D,70K miles,"$11,990","Salt Lake City, UT",www.facebook.com/marketplace/item/1375312846607406/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 Subaru impreza WRX Sport Wagon 4D,141K miles,"$8,300","Jackson, WY",www.facebook.com/marketplace/item/866850874701556/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Dodge journey,71K miles · Dealership,"$8,900","Bountiful, UT",www.facebook.com/marketplace/item/555129583333691/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Chevrolet impala LT Sedan 4D,128K miles,"$4,400","West Jordan, UT",www.facebook.com/marketplace/item/1637266400077329/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Dodge challenger R/T Coupe 2D,7.5K miles,"$28,000","Pocatello, ID",www.facebook.com/marketplace/item/723067302768224/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2002 Audi s4 2.7T Sedan 4D,159K miles,"$11,000","Sandy, UT",www.facebook.com/marketplace/item/689193782444339/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2019 Ford fusion SE Sedan 4D,58K miles,"$14,990","Orem, UT",www.facebook.com/marketplace/item/5995148953869773/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Mazda mx-5 miata Grand Touring Convertible 2D,38K miles,"$16,995","Orem, UT",www.facebook.com/marketplace/item/754727392550490/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2019 Chevrolet silverado 1500 LT Pickup 4D 6 1/2 ft,189K miles,"$22,999","Eagle, ID",www.facebook.com/marketplace/item/725423672557586/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Ford mustang V6 Convertible 2D,178K miles,"$6,300","Salt Lake City, UT",www.facebook.com/marketplace/item/5727212097357115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2004 Toyota camry XLE Sedan 4D,206K miles,"$5,200","Ogden, UT",www.facebook.com/marketplace/item/581473710530026/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Hyundai elantra SE Sedan 4D,79K miles,"$9,999","Provo, UT",www.facebook.com/marketplace/item/874462860604359/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
